53,Fredra,Onge,Bigender,Los Angeles,California,09/02/2013,48.72,392.59
54,Joscelin,Durdan,Female,Akron,Ohio,05/23/2013,68.32,136.14
55,Trixi,Paton,Bigender,Boise,Idaho,06/05/1999,48.68,362.75
56,Carlie,Aspey,Genderqueer,New Orleans,Louisiana,01/09/1985,37.52,270.84
57,Olympia,Pollen,Female,Amarillo,Texas,12/12/1985,19.61,111.78
58,Bastian,Samarth,Genderqueer,Miami,Florida,07/30/1980,52.41,93.83
59,Annmarie,Choffin,Polygender,Houston,Texas,12/28/1991,20.67,397.05
60,Allyce,Huggins,Male,Greensboro,North Carolina,02/03/2009,76.83,325.57
61,Leroi,Toseland,Male,Topeka,Kansas,01/09/1994,7.21,161.43
62,Gayler,Elsley,Agender,Inglewood,California,08/01/2019,12.55,136.68
63,Sioux,Ofen,Polygender,Wilkes Barre,Pennsylvania,03/02/2006,66.3,217.93
64,Josee,Bachmann,Bigender,Clearwater,Florida,11/16/2016,44.68,394.48
65,Fairfax,Carnegy,Genderqueer,Anderson,South Carolina,09/05/2008,34.65,190.96
66,Basilio,McCudden,Non-binary,Arlington,Texas,08/26/2011,41.55,169.46
67,Irving,Lethbrig,Non-binary,Waterbury,Connecticut,12/14/1998,3.89,201.39
68,Brenn,Kilgallon,Female,Naples,Florida,05/29/2012,28.19,282.31
69,Burke,Skatcher,Agender,Las Vegas,Nevada,07/01/2016,48.6,369.62
70,Trula,Seniour,Female,New York City,New York,07/02/2012,37.01,363.88
71,Verina,Revitt,Non-binary,Tulsa,Oklahoma,02/21/2018,24.69,148.15
72,Johnny,Bantick,Genderfluid,Detroit,Michigan,07/07/1992,34.56,264.34
73,Gretchen,Attew,Agender,Springfield,Missouri,11/16/1992,12.04,99.3
74,Falito,Meeking,Genderfluid,Fort Wayne,Indiana,02/07/2020,82.81,225.84
75,Godard,Knok,Non-binary,Bronx,New York,11/15/1996,56.15,390.92
76,Rozalin,Jewess,Polygender,Hot Springs National Park,Arkansas,02/15/2007,50.41,290.35
77,Salomo,Lexa,Bigender,Van Nuys,California,03/22/1981,80.08,264.64
78,Rickert,Lanfear,Polygender,Montgomery,Alabama,06/23/1989,83.91,331.69
79,Moll,Hanmer,Female,Wilmington,Delaware,09/18/1986,74.64,382.43
80,Lee,Caddens,Female,Bloomington,Illinois,04/17/1990,27.34,286.43
81,Carilyn,Whenman,Non-binary,Saint Louis,Missouri,04/13/2015,81.09,238.96
82,Cherilynn,Howle,Genderqueer,Washington,District of Columbia,07/11/1983,47.6,134.13
83,Emmi,Tarn,Polygender,Pensacola,Florida,12/29/1993,79.67,144.62
84,Clevie,Allbut,Genderqueer,Fort Worth,Texas,06/15/1987,62.73,118.98
85,Letta,Possa,Male,Cincinnati,Ohio,03/14/2005,25.51,254.5
86,Logan,Shepherdson,Agender,Saint Petersburg,Florida,05/04/2004,75.05,197.96
87,Chanda,Solley,Female,San Jose,California,08/23/2006,73.4,246.95
88,Sigfried,Shakelade,Agender,Los Angeles,California,01/11/1982,29.69,111.1
89,Kipp,Philbin,Genderqueer,Des Moines,Iowa,11/09/2015,82.33,310.42
90,Ravi,Elan,Polygender,Salt Lake City,Utah,08/04/2015,58.75,182.77
91,Cletis,Tackell,Bigender,Kansas City,Kansas,02/23/2005,29.55,369.74
92,Wildon,Pleat,Female,Jersey City,New Jersey,03/03/1985,41.44,92.79
93,Micky,Yarnell,Non-binary,Las Vegas,Nevada,08/10/2010,74.77,352.49
94,Tuesday,Stapylton,Genderqueer,Santa Cruz,California,01/16/1989,38.73,370.09
95,Connie,Chatenet,Male,Colorado Springs,Colorado,07/23/2006,35.69,392.58
96,Pattie,Root,Bigender,Katy,Texas,05/25/2008,74.6,181.02
97,Manda,Walkey,Non-binary,Memphis,Tennessee,03/20/2011,6.28,158.28
98,Lazar,Magovern,Polygender,Salt Lake City,Utah,06/02/1999,32.92,129.08
99,Marin,Ommundsen,Bigender,Brooksville,Florida,10/21/2003,46.28,394.08
100,Sanderson,Foyster,Male,Fayetteville,North Carolina,12/31/1991,54.03,259.75
101,Kennith,Fautley,Female,Boston,Massachusetts,08/07/1995,41.02,101.85
102,Kipper,Prate,Bigender,Houston,Texas,12/29/2000,5.31,365.15
103,Gilli,Martensen,Agender,Wichita,Kansas,11/04/1986,16.49,344.15
104,Antoinette,Boreham,Agender,Sacramento,California,10/22/1989,8.18,237.34
105,Halette,Lightbourne,Genderqueer,Oklahoma City,Oklahoma,02/29/2008,36.26,278.71
106,Horace,Verick,Female,Boston,Massachusetts,08/25/2000,23.49,104.49
107,Ogdan,Daily,Male,Bronx,New York,07/05/1993,13.92,238.71
108,Braden,Watt,Genderqueer,Canton,Ohio,10/14/1982,40.73,182.04
109,Michell,Creany,Female,Washington,District of Columbia,02/06/1998,81.62,372.31
110,Serge,Aspey,Male,Columbus,Ohio,10/31/1999,50.76,306.79
111,Tamarah,Ecles,Male,Naples,Florida,05/13/1992,21.29,104.23
112,Rosmunda,Akeherst,Polygender,Little Rock,Arkansas,04/14/2007,56.64,387.13
113,Kristien,Cockings,Polygender,New Orleans,Louisiana,01/28/2003,15.0,233.25
114,Nathanial,Sturton,Genderqueer,Conroe,Texas,05/17/2014,66.68,169.34
115,Vanya,Hugonin,Polygender,Sioux City,Iowa,12/20/1998,12.37,320.64
116,Caria,Leathwood,Agender,Portland,Oregon,05/19/2010,5.3,271.23
117,Isabeau,Pittson,Genderfluid,New York City,New York,05/22/1999,60.83,90.13
118,Madalyn,Cremin,Polygender,Anniston,Alabama,06/22/1984,25.01,220.94
119,Selia,Valler,Non-binary,Los Angeles,California,05/18/2011,66.96,327.38
120,Beale,Tagg,Non-binary,Buffalo,New York,02/23/2001,79.99,199.04
121,Austen,Sprigin,Polygender,Virginia Beach,Virginia,09/17/1988,41.25,352.02
122,Mechelle,Pimme,Agender,Reading,Pennsylvania,09/23/2015,15.87,169.67
123,Lucia,Heales,Polygender,Fresno,California,01/27/1997,39.47,323.0
124,Veradis,Bentame,Agender,Austin,Texas,04/01/1998,40.83,165.19
125,Alvie,Johnston,Agender,Dallas,Texas,01/05/1988,49.44,217.08
126,Eb,McTurley,Genderqueer,Wilmington,North Carolina,09/13/2007,40.16,140.81
127,Townsend,Toby,Genderqueer,Atlanta,Georgia,01/14/1985,41.28,273.66
128,Clement,Kaubisch,Female,Waterbury,Connecticut,06/13/2000,83.19,92.75
129,Easter,Phillott,Agender,Denver,Colorado,06/18/1994,54.14,137.92
130,Miof mela,Maple,Genderqueer,Tyler,Texas,05/29/1988,32.14,99.26
131,Laurie,Amis,Polygender,Los Angeles,California,11/25/2012,18.22,307.41
132,Erminia,Hubbis,Male,San Francisco,California,02/08/2006,54.97,180.06
133,Carlotta,Hallworth,Genderfluid,Petaluma,California,02/28/1984,82.91,372.33
134,Vanya,Faccini,Male,El Paso,Texas,09/30/2020,64.31,252.74
135,Sal,Pashenkov,Genderfluid,Orlando,Florida,10/17/1982,63.63,325.19
136,Winfred,Vowdon,Genderqueer,Saint Louis,Missouri,07/20/1999,30.32,140.98
137,Jen,Bessey,Female,Dayton,Ohio,04/14/2010,73.24,240.53
138,Merrilee,Pledge,Female,Lansing,Michigan,07/08/2011,66.59,331.67
139,Craig,Yarnell,Bigender,Miami,Florida,08/17/2001,67.35,166.76
140,Jacquelynn,Dyett,Polygender,Springfield,Illinois,03/08/1991,68.35,133.29
141,Giovanna,Whiff,Agender,Alexandria,Virginia,11/27/2013,13.65,192.57
142,Fernando,Franceschino,Non-binary,Dallas,Texas,07/09/1981,34.46,238.74
143,Phebe,Rannigan,Male,San Antonio,Texas,07/03/2000,12.82,251.51
144,Felix,Sunderland,Male,Sacramento,California,12/24/2020,26.84,162.03
145,Gradeigh,Shelley,Female,Lincoln,Nebraska,07/12/1983,4.92,166.99
146,Ginnifer,Kopec,Bigender,Asheville,North Carolina,08/29/1996,34.89,228.23
147,Meara,Crosse,Agender,Las Vegas,Nevada,04/28/2020,58.6,329.29
148,Mathew,Armand,Non-binary,Spring Hill,Florida,09/06/2020,64.54,297.01
149,Hermann,Reedick,Male,Waltham,Massachusetts,12/02/1983,54.58,252.95
150,Marge,Tyrwhitt,Non-binary,Florence,South Carolina,06/06/1986,43.83,376.92
151,Ruthann,Banyard,Agender,Lexington,Kentucky,01/31/1988,9.28,263.65
152,Lonnard,Mulchrone,Bigender,Las Vegas,Nevada,07/26/1991,68.23,296.42
153,Tammara,L' Estrange,Agender,Houston,Texas,07/06/2017,22.01,130.03
154,Daffie,Buddell,Polygender,Pittsburgh,Pennsylvania,09/23/2019,35.52,150.55
155,Torrin,Breitling,Polygender,Indianapolis,Indiana,04/25/1982,50.76,327.61
156,Yorgos,Bertson,Polygender,Wilmington,Delaware,02/29/1980,60.18,92.5
157,Tiebout,Keattch,Non-binary,West Palm Beach,Florida,11/29/2005,67.23,238.13
158,Merrill,Acom,Genderfluid,Minneapolis,Minnesota,01/13/1983,47.23,306.29
159,Clemmy,Bridges,Bigender,Washington,District of Columbia,12/23/2012,55.26,119.68
160,Allin,Wickersham,Non-binary,Louisville,Kentucky,10/20/2008,28.91,253.26
161,Averil,Hallin,Male,Miami,Florida,06/21/2004,36.21,312.56
162,Sari,Machin,Genderfluid,Indianapolis,Indiana,06/11/2013,43.43,298.01
163,Jacquette,Ladbrook,Female,Tampa,Florida,02/24/1997,64.59,391.13
164,Rancell,Bertson,Agender,Saint Petersburg,Florida,10/23/1996,30.27,201.67
165,Mireielle,Sissens,Agender,Long Beach,California,04/27/2017,23.61,136.97
166,Hedy,Spurdens,Agender,Chattanooga,Tennessee,06/30/2011,61.75,387.33
167,Josselyn,Scoble,Agender,Miami,Florida,07/30/1990,40.25,295.32
168,Sisely,Sedgefield,Male,Erie,Pennsylvania,05/10/1998,46.51,244.54
169,Jobi,Hartlebury,Genderqueer,Chicago,Illinois,06/23/1981,13.73,349.37
170,Gweneth,Windrus,Agender,Roanoke,Virginia,07/19/2011,10.27,342.9
171,Grete,Stachini,Non-binary,Salt Lake City,Utah,06/19/1999,27.49,98.55
172,Arlina,Ducker,Male,Sacramento,California,12/24/1990,7.81,276.17
173,Burty,Bantock,Female,San Antonio,Texas,03/04/1997,14.77,288.62
174,Huntington,Abrahami,Polygender,Tulsa,Oklahoma,04/04/2006,30.47,266.77
175,Knox,Bernlin,Female,Phoenix,Arizona,12/21/2007,43.09,327.78
176,Whitman,Bolden,Non-binary,Provo,Utah,12/11/1997,7.84,324.54
177,Jordon,Bedin,Bigender,Harrisburg,Pennsylvania,03/05/1989,37.03,128.24
178,Analise,Delhanty,Polygender,Indianapolis,Indiana,10/08/2010,28.74,209.45
179,Flin,Patington,Genderqueer,Florence,South Carolina,09/15/2000,42.78,317.27
180,Jsandye,Dumphrey,Bigender,Charlotte,North Carolina,11/16/2013,19.83,391.73
181,Derril,Skevington,Agender,Miami,Florida,08/04/1988,2.94,300.47
182,Paddy,McPaik,Non-binary,Abilene,Texas,08/19/1995,14.04,374.44
183,Shalne,Posner,Male,Flushing,New York,12/25/2008,54.72,300.22
184,Sandy,Baillie,Female,Augusta,Georgia,08/20/1987,71.02,334.13
185,Elsie,Hudless,Bigender,Las Vegas,Nevada,02/22/1980,17.06,176.28
186,Merralee,Brewett,Male,High Point,North Carolina,02/24/1987,25.73,227.13
187,Antonia,Wasling,Bigender,Memphis,Tennessee,11/03/1996,34.8,256.29
188,Tab,Petruskevich,Genderfluid,Naples,Florida,02/01/1992,32.64,363.45
189,Jilly,Dormand,Male,Memphis,Tennessee,01/30/2011,58.66,252.17
190,Iago,Goves,Male,Colorado Springs,Colorado,05/31/2016,19.86,268.46
191,Hugo,Tumasian,Genderqueer,Charleston,South Carolina,03/01/1991,26.6,154.9
192,Brinn,Skatcher,Female,Charleston,South Carolina,07/02/1985,83.61,384.81
193,Luce,Rew,Genderqueer,Evansville,Indiana,08/25/2007,63.91,249.37
194,Trisha,Fabler,Genderfluid,Tacoma,Washington,01/27/1989,47.82,349.6
195,Sarene,Tearle,Non-binary,Van Nuys,California,07/28/2002,48.06,102.06
196,Bartolemo,Gulberg,Polygender,Honolulu,Hawaii,11/17/1983,36.56,191.13
197,Sela,Oneil,Polygender,Daytona Beach,Florida,11/14/1993,12.8,370.15
198,Si,Bonass,Bigender,Irvine,California,01/31/1982,50.3,354.49
199,Edwin,Coping,Non-binary,Jacksonville,Florida,01/07/2016,61.99,321.74
200,Romy,Bruce,Non-binary,Washington,District of Columbia,12/03/1995,64.36,234.12
201,Galvan,Osbaldstone,Genderfluid,Gatesville,Texas,04/19/2002,48.47,98.2
202,Sander,Oloshin,Non-binary,Washington,District of Columbia,12/28/2007,39.65,390.7
203,Nerti,Carlick,Agender,Fort Smith,Arkansas,07/24/1982,66.86,136.09
204,Rosalia,Case,Male,Cedar Rapids,Iowa,01/05/1980,20.97,164.42
205,Shana,Birk,Genderqueer,Buffalo,New York,04/16/1997,2.75,135.81
206,Wally,Sybry,Agender,New York City,New York,12/13/2004,83.95,107.6
207,Paige,Siccombe,Genderfluid,Pittsburgh,Pennsylvania,12/01/1991,1.44,203.08
208,Idelle,Downham,Non-binary,San Jose,California,08/18/2011,71.97,346.52
209,Kara,Loan,Non-binary,Charlotte,North Carolina,02/22/2009,26.51,174.25
210,Sallie,Double,Genderfluid,Tampa,Florida,12/26/2015,5.36,145.2
211,Tiphany,Tattersall,Genderqueer,Lansing,Michigan,09/06/1995,6.22,200.58
212,Hakim,Rising,Female,Fort Worth,Texas,04/09/1999,82.79,107.68
213,Henka,Winney,Genderqueer,Bloomington,Indiana,03/09/2006,75.04,215.7
214,Dore,Fosher,Genderqueer,Norfolk,Virginia,04/14/1987,68.73,231.99
215,Delilah,Fortey,Non-binary,Stockton,California,05/12/2016,76.38,95.9
216,Willi,Crossfeld,Non-binary,Salt Lake City,Utah,11/22/2005,40.7,113.07
217,Addi,Kiddy,Female,Kansas City,Missouri,07/13/1995,35.07,325.98
218,Rockey,Culbert,Polygender,Chesapeake,Virginia,10/25/1988,67.79,369.01
219,Keane,Sofe,Polygender,Tucson,Arizona,09/04/1986,62.25,391.78
220,Carolynn,Saggs,Agender,Jamaica,New York,10/27/1997,32.14,108.76
221,Ann-marie,Flucker,Polygender,Portland,Oregon,09/07/1999,80.11,337.07
222,Parrnell,Harnwell,Genderfluid,Vero Beach,Florida,10/22/2007,33.24,128.84
223,Isabel,Devanny,Genderfluid,Glendale,Arizona,10/30/1980,81.9,164.02
224,Freemon,Fouch,Female,Atlanta,Georgia,06/23/2018,28.26,299.85
225,Kathrine,Santer,Non-binary,Ashburn,Virginia,11/27/1982,36.48,227.78
226,Dallas,Mc Curlye,Male,Charlotte,North Carolina,03/30/1994,25.09,196.86
227,Isaac,Attew,Agender,Spokane,Washington,07/24/1993,35.01,212.01
228,Clayborne,Hasney,Female,Washington,District of Columbia,07/02/1981,18.64,309.46
229,Allyson,Decort,Agender,Atlanta,Georgia,11/26/2013,69.71,123.13
230,Ty,Giles,Bigender,Anaheim,California,10/24/2010,2.22,115.16
231,Riva,Allans,Non-binary,Baltimore,Maryland,04/01/2005,8.38,218.33
232,Danya,Kupker,Genderfluid,Saint Petersburg,Florida,03/29/1984,26.01,384.41
233,Swen,Killiner,Male,Atlanta,Georgia,09/20/1998,75.93,286.15
234,Ethe,Belchamber,Genderfluid,New York City,New York,12/24/2014,51.09,194.13
235,Daisey,Oller,Non-binary,Plano,Texas,01/19/2021,47.86,267.24
236,Flor,Cholmondeley,Genderqueer,Philadelphia,Pennsylvania,06/17/2006,3.27,333.27
237,Jone,Devo,Agender,Las Vegas,Nevada,07/12/1985,18.09,155.56
238,Adelbert,Chance,Genderqueer,Pittsburgh,Pennsylvania,09/17/1983,23.89,219.22
239,Taber,Jewes,Male,Buffalo,New York,05/23/1987,52.6,174.96
240,Ebba,Pegler,Male,Sacramento,California,07/08/2003,46.49,239.96
241,Ediva,Bayliss,Female,San Bernardino,California,05/06/1985,76.64,194.24
242,Benoit,Aymer,Male,Miami Beach,Florida,10/21/2016,82.1,270.8
243,Rosene,Witard,Bigender,Des Moines,Iowa,01/08/1991,74.67,371.85
244,Antonina,Havelin,Polygender,El Paso,Texas,01/02/1993,36.86,355.56
245,Sigismundo,Winsome,Female,Fairfield,Connecticut,12/11/2001,66.83,238.18
246,Andonis,Throssell,Non-binary,Honolulu,Hawaii,08/13/1993,82.44,237.7
247,Liv,Sotworth,Genderqueer,Tacoma,Washington,06/22/1998,42.84,161.44
248,Bartholemy,Croxford,Genderqueer,Pasadena,California,09/17/1987,77.23,199.12
249,Tobit,Batecok,Male,Yonkers,New York,11/10/2005,63.32,176.41
250,Korey,Hargrove,Genderfluid,Marietta,Georgia,07/22/2020,9.32,203.63
251,Tessy,Kleinhandler,Female,Bakersfield,California,08/25/1985,75.54,277.88
252,Celka,Skyrme,Non-binary,Houston,Texas,02/26/2008,51.76,175.73
253,Josy,Acton,Genderfluid,Dayton,Ohio,09/26/1992,42.36,273.48
254,Drugi,Vassman,Polygender,Baton Rouge,Louisiana,12/20/2010,65.11,147.58
255,Onofredo,Glisenan,Bigender,Washington,District of Columbia,07/19/2015,62.72,117.46
256,Harrie,Louisot,Male,Aurora,Illinois,11/07/2005,7.39,117.46
257,Dix,Glinde,Non-binary,Miami,Florida,04/20/2009,10.42,121.67
258,Jonah,Fatharly,Polygender,Redwood City,California,08/29/2019,71.58,174.11
259,Eddie,Banville,Genderqueer,Riverside,California,07/05/2012,62.56,237.38
260,Bettine,Sorrill,Male,Trenton,New Jersey,10/04/2001,66.11,216.61
261,Yule,Cawthorne,Polygender,Albany,New York,08/09/1993,41.28,371.52
262,Masha,Flann,Genderqueer,Springfield,Missouri,03/06/2002,50.46,244.79
263,Lesya,Howsin,Genderfluid,Oklahoma City,Oklahoma,04/29/1981,4.02,310.42
264,Brody,Huckfield,Polygender,Baton Rouge,Louisiana,11/22/1987,34.98,222.78
265,Maxy,McKilroe,Polygender,Washington,District of Columbia,02/04/2013,45.61,307.63
266,Layton,Varley,Male,Washington,District of Columbia,12/22/1987,45.32,249.36
267,Abbey,Flanaghan,Agender,Fort Lauderdale,Florida,12/13/1997,20.36,201.72
268,Marj,Colton,Agender,Moreno Valley,California,10/28/2002,28.21,321.11
269,Liana,Gewer,Agender,Charleston,West Virginia,01/09/2003,82.79,366.21
270,Tiphani,Chitter,Non-binary,Salem,Oregon,11/16/2011,32.82,343.64
271,Sibylla,Evers,Agender,Springfield,Missouri,09/13/2003,20.25,399.52
272,Amitie,Marques,Bigender,Columbia,Missouri,06/01/2005,63.75,127.79
273,Colet,Arunowicz,Polygender,Atlanta,Georgia,10/04/2009,34.6,287.67
274,Coraline,Weston,Genderfluid,Denton,Texas,01/11/2007,15.51,353.07
275,Brody,Wathen,Female,Sioux Falls,South Dakota,02/27/1994,37.31,171.14
276,Addison,Patrickson,Bigender,Naples,Florida,08/10/1985,28.72,374.49
277,Remy,Leys,Bigender,Houston,Texas,06/21/1980,28.11,272.77
278,Odey,Burn,Male,Youngstown,Ohio,07/24/2015,39.91,270.48
279,Clarie,Strelitz,Male,North Las Vegas,Nevada,11/29/1992,59.36,148.88
280,Raffaello,Bartoszek,Male,Santa Monica,California,10/04/2009,26.66,250.88
281,Arron,Menere,Male,Atlanta,Georgia,06/02/2018,73.81,297.07
282,Clovis,De Freyne,Non-binary,Washington,District of Columbia,05/15/2001,61.65,345.55
283,Lazar,Diegan,Male,Joliet,Illinois,11/14/1987,8.61,298.66
284,Collete,Guillon,Male,Lafayette,Louisiana,08/07/2010,39.96,266.25
285,Garv,Fero,Bigender,Lansing,Michigan,11/12/1986,50.37,388.09
286,Diane-marie,Double,Bigender,Louisville,Kentucky,03/17/2019,26.93,243.83
287,Finlay,Atwood,Female,Kansas City,Missouri,04/26/2015,66.92,106.45
288,Mervin,Ewbanks,Agender,Evansville,Indiana,09/11/2020,61.03,325.46
289,Miran,Joysey,Agender,Buffalo,New York,03/11/1996,57.28,108.09
290,Mel,Shergill,Genderqueer,Lexington,Kentucky,12/28/1993,20.53,289.56
291,Fritz,Breslin,Bigender,North Little Rock,Arkansas,09/21/2002,57.4,387.18
292,Corilla,Huxton,Genderfluid,Warren,Ohio,06/05/2010,12.5,306.7
293,Bartholomeo,Huxham,Genderqueer,Bakersfield,California,10/14/2013,51.51,398.6
294,Kennett,Waterland,Male,Saint Paul,Minnesota,06/11/2003,42.48,252.15
295,Madalyn,Ketcher,Polygender,Sacramento,California,04/05/2018,32.31,178.09
296,Christie,Brignell,Female,San Antonio,Texas,10/15/1996,18.19,238.61
297,Jeralee,Northrop,Polygender,Greensboro,North Carolina,07/06/2009,29.24,166.53
298,Uri,Barby,Bigender,Allentown,Pennsylvania,03/07/2017,78.28,308.31
299,Xerxes,Cutting,Male,Jackson,Mississippi,10/10/2005,65.03,207.1
300,Judon,Rustedge,Genderqueer,Flint,Michigan,09/02/1988,67.37,147.02
301,Tammy,Overlow,Agender,Baton Rouge,Louisiana,11/26/1997,40.02,131.85
302,Shelton,Langman,Polygender,Tuscaloosa,Alabama,07/06/2019,4.18,158.31
303,Bearnard,Frift,Agender,Huntington,West Virginia,05/25/1989,55.27,240.99
304,Alfy,Porson,Genderqueer,Charlotte,North Carolina,08/22/2020,65.96,110.9
305,Peri,Lambard,Polygender,Silver Spring,Maryland,04/24/1980,4.54,248.86
306,Stacee,Yeeles,Non-binary,Terre Haute,Indiana,02/10/1980,2.47,379.47
307,Ferrel,Hatfield,Non-binary,San Diego,California,04/14/1997,76.76,290.47
308,Whitman,McIllroy,Polygender,Syracuse,New York,07/08/2016,6.06,153.72
309,Carole,Deme,Non-binary,New Haven,Connecticut,03/14/2010,15.48,318.25
310,Flore,De Cleen,Non-binary,Orlando,Florida,07/08/1992,22.33,151.58
311,Tina,Geipel,Female,Lima,Ohio,07/09/2016,36.75,136.02
312,Davida,Balston,Genderqueer,Oklahoma City,Oklahoma,11/10/1980,12.23,143.02
313,Daren,Tinline,Polygender,San Diego,California,07/17/1992,12.35,302.92
314,Ines,Arrowsmith,Female,Birmingham,Alabama,02/02/1993,82.24,318.09
315,Benedick,Bernardon,Female,Boston,Massachusetts,06/06/2010,19.9,251.18
316,Niel,Bruyntjes,Polygender,Paterson,New Jersey,11/24/2013,43.73,347.86
317,Francine,Havelin,Genderqueer,San Antonio,Texas,05/28/1990,15.67,327.07
318,Brandy,Ashton,Female,Charlotte,North Carolina,12/11/2009,29.43,195.51
319,Anatol,Paddefield,Male,Bellevue,Washington,09/26/2002,57.54,233.22
320,Rozele,Marrill,Male,Washington,District of Columbia,01/21/1986,52.73,354.53
321,Rozelle,Duligall,Bigender,Washington,District of Columbia,01/01/1988,24.16,206.3
322,Maxie,Arderne,Agender,Bronx,New York,11/30/1982,63.1,98.86
323,Marty,Burnyeat,Female,San Diego,California,05/20/1990,73.98,92.52
324,Laurie,Buske,Agender,Portsmouth,Virginia,02/21/2006,43.15,230.4
325,Roi,Burgin,Genderfluid,Migrate,Kentucky,02/08/2001,47.7,315.38
326,Murdoch,Dewer,Genderqueer,Lincoln,Nebraska,11/19/2014,15.22,212.56
327,Torr,Manchett,Genderfluid,North Las Vegas,Nevada,05/08/2005,65.03,273.1
328,Catrina,Petrol,Non-binary,Chattanooga,Tennessee,07/13/1989,76.3,199.94
329,Kory,Skill,Female,New York City,New York,11/04/2017,24.7,95.11
